4	2	3	2	2	4	4	4	2	3	4	2	1	2	2	4	2	1	2	2	4	3	2	4	3	2	31	39	70	8	9	9	3	23	6	11	2	35	24	23	24	24	16	11	9	9	7	1
5	4	4	5	3	5	3	4	2	1	4	3	4	3	3	3	2	4	2	5	4	4	2	3	4	2	34	54	88	2	2	3	0	2	7	1	3	28	19	15	19	16	5	12	2	8	10	1
4	4	4	1	1	1	3	3	3	1	3	3	4	4	4	1	4	1	1	2	3	1	2	1	1	3	34	29	63	10	16	11	0	22	12	14	4	36	32	24	24	24	7	8	15	10	13	1
5	5	2	4	2	5	2	4	3	2	4	2	4	2	2	4	3	5	2	3	4	2	2	4	4	2	28	55	83	10	10	7	0	16	4	14	10	27	23	17	17	13	12	18	8	8	9	1
4	4	2	2	3	4	2	3	3	2	2	2	4	3	2	4	3	4	3	3	3	3	2	2	3	2	32	42	74	6	10	5	0	4	6	7	4	30	24	19	9	11	16	19	9	1	5	1
4	4	4	2	2	4	4	4	3	4	4	3	4	3	4	4	3	4	3	2	4	3	2	2	3	2	40	45	85	3	4	4	0	11	6	3	3	27	27	17	14	20	8	14	6	10	11	1
5	3	5	2	4	5	4	2	4	3	4	3	3	4	3	5	3	3	3	3	4	3	2	1	4	3	44	44	88	8	12	11	4	24	12	11	7	36	28	15	24	24	16	19	13	10	8	1
4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	39	40	79	10	10	11	1	18	10	9	6	30	33	10	10	15	13	14	11	9	12	1
5	4	3	3	2	5	3	5	4	3	3	2	4	3	4	3	3	4	3	5	4	2	2	4	4	3	37	53	90	7	9	5	0	3	10	13	8	34	34	24	24	24	8	10	12	8	8	1
5	5	5	5	4	5	1	5	5	1	5	1	5	5	2	4	5	5	2	3	5	2	1	2	5	2	36	59	95	11	10	8	0	26	10	14	9	36	34	11	24	24	14	18	7	14	12	1
3	3	2	2	5	3	4	4	4	3	2	1	1	3	4	4	3	2	1	3	4	2	4	1	3	4	40	35	75	14	21	17	0	28	7	12	1	28	32	16	22	24	9	9	12	13	12	1
5	5	1	5	1	5	2	5	3	2	5	1	5	2	1	5	1	5	1	5	1	1	1	5	5	2	19	61	80	8	8	6	0	15	5	3	5	41	28	22	19	24	11	6	9	8	9	1
3	3	2	2	2	1	3	2	3	2	1	1	2	2	2	1	4	1	3	4	1	4	4	3	3	2	34	27	61	12	9	13	0	22	7	9	8	29	26	22	18	20	14	15	12	11	10	1
4	5	4	2	4	5	4	3	4	1	5	3	5	4	4	5	3	5	4	5	1	1	2	5	3	3	41	53	94	5	2	1	2	6	4	5	7	28	30	9	10	14	20	25	9	4	12	1
3	2	4	2	2	3	3	3	3	4	2	4	4	5	4	2	2	2	5	5	4	4	4	4	4	2	46	40	86	8	16	10	0	23	3	0	0	34	37	24	23	20	9	11	9	8	12	1
3	1	3	1	5	2	3	2	3	3	3	4	2	4	5	1	4	3	5	3	3	5	4	1	3	4	52	28	80	2	2	0	4	14	9	4	4	31	26	6	14	17	16	22	10	5	8	1
3	2	4	3	2	3	1	2	3	2	1	1	4	2	3	1	3	3	2	1	5	1	4	2	3	3	31	33	64	12	20	17	2	24	10	13	5	36	39	24	22	22	14	14	16	8	12	1
5	5	3	5	2	5	2	5	3	3	5	1	4	3	5	5	1	5	1	2	5	2	2	4	5	1	29	60	89	11	10	9	4	13	7	6	6	33	24	23	21	24	14	7	8	4	8	1
3	4	4	2	3	3	4	4	3	4	2	4	4	3	4	2	4	4	3	2	3	3	4	1	1	4	47	35	82	9	15	7	0	20	7	14	6	39	39	24	17	21	10	5	12	10	11	1
4	4	3	2	1	3	4	2	3	2	4	1	5	2	1	5	2	5	1	2	2	1	2	2	4	2	25	44	69	7	8	14	0	10	6	7	7	28	27	12	10	13	13	14	11	8	7	1
5	3	3	3	4	3	3	3	4	3	5	4	4	3	5	3	3	4	4	4	4	3	3	2	2	3	45	45	90	2	4	5	0	3	9	8	8	29	35	15	19	24	17	23	10	10	5	1
5	4	3	4	2	5	3	5	4	3	4	1	4	3	2	4	3	5	1	4	4	3	1	2	5	2	31	55	86	14	18	12	0	19	7	11	10	36	35	24	20	24	14	12	2	8	4	1
3	2	3	3	4	3	2	3	4	3	3	3	4	3	3	3	4	4	4	3	3	4	4	2	2	4	45	38	83	10	16	9	6	11	12	12	11	41	28	12	15	13	15	24	8	8	8	1
2	3	2	3	3	3	3	4	4	3	4	2	5	2	3	4	2	4	2	4	3	1	2	3	4	2	31	46	77	3	4	5	1	9	5	6	1	31	30	20	22	19	11	17	5	8	6	1
2	2	3	2	3	4	2	2	4	2	4	3	4	3	5	2	5	5	3	2	3	3	3	1	2	3	42	35	77	5	15	14	4	25	2	2	1	30	29	22	24	24	8	8	6	4	9	1
4	4	5	4	3	4	1	3	3	1	3	3	4	2	4	4	4	4	2	5	3	4	3	4	4	2	37	50	87	11	20	13	0	31	7	11	6	36	32	23	22	24	5	5	6	0	8	1
5	5	1	5	1	5	1	5	4	2	5	1	5	3	2	5	2	5	1	5	5	2	1	5	5	2	23	65	88	12	16	14	5	18	8	10	7	37	34	20	20	20	15	19	8	8	8	1
4	1	4	4	3	3	3	3	4	3	2	3	3	4	4	3	4	4	3	3	3	4	3	1	4	3	45	38	83	7	15	11	0	23	3	9	6	35	38	19	16	19	10	10	8	9	12	1
5	5	3	5	4	5	2	4	4	1	2	3	5	4	3	4	1	5	3	5	3	3	2	4	4	1	34	56	90	6	0	5	0	3	10	16	11	16	16	9	13	15	18	26	13	10	15	1
3	2	4	3	3	2	2	2	3	3	1	3	2	3	3	2	3	3	3	3	3	2	3	2	2	3	38	30	68	10	12	11	2	12	5	7	0	34	38	21	22	20	14	19	12	0	13	1
3	4	1	1	2	4	1	2	5	1	1	2	4	5	2	1	4	4	3	1	5	4	5	4	4	5	40	38	78	0	0	0	0	0	5	5	2	42	40	14	17	4	3	4	11	2	3	1
5	4	5	2	3	5	5	5	5	4	4	3	3	4	4	4	4	2	3	4	4	4	2	3	3	2	48	48	96	10	16	10	1	27	8	13	2	32	29	24	24	24	12	16	11	12	12	1
4	3	4	3	2	5	2	4	2	3	4	2	4	1	2	4	2	4	2	4	4	2	2	4	5	2	28	52	80	11	21	13	5	26	7	12	11	36	36	18	22	22	12	17	13	11	13	1
4	2	5	3	4	2	4	2	4	5	3	2	2	3	5	3	4	4	3	2	3	4	3	2	2	3	49	34	83	11	15	8	3	13	0	0	0	40	32	21	23	20	14	15	5	9	12	1
5	5	2	4	3	5	2	4	2	2	5	2	4	3	2	4	2	5	2	4	4	2	2	5	5	2	28	59	87	4	3	0	0	6	10	7	7	37	36	20	23	24	17	23	10	8	5	1
5	3	3	4	2	4	2	4	2	2	5	2	3	2	2	4	2	4	2	4	5	2	2	4	4	2	27	53	80	4	7	3	0	14	5	13	9	31	35	18	16	23	13	18	6	9	13	1
3	3	4	2	4	5	5	2	4	5	3	5	4	4	5	3	2	5	4	4	2	4	3	4	4	4	53	44	97	8	6	9	0	18	3	4	5	31	25	22	17	20	19	10	12	1	12	1
3	5	2	4	1	4	2	4	2	2	4	2	4	1	3	4	3	3	2	4	4	3	4	4	4	2	29	51	80	9	13	17	3	23	6	6	3	22	26	18	12	12	12	18	12	8	10	1
3	4	4	4	2	4	2	3	3	2	3	2	4	3	2	4	3	2	3	1	3	3	2	1	2	2	33	38	71	13	13	12	4	12	4	8	5	31	25	12	14	18	13	14	10	9	10	1
3	2	5	2	5	4	3	4	4	3	2	5	2	4	5	2	5	1	5	2	3	5	4	2	3	5	58	32	90	6	7	3	0	14	9	6	8	33	34	16	24	24	13	24	10	8	7	1
5	5	5	5	3	3	3	3	3	3	3	3	3	3	3	5	3	5	3	5	2	5	2	2	4	3	42	50	92	8	6	4	0	11	5	3	1	34	28	8	23	16	1	10	6	8	4	1
3	4	3	4	4	3	4	3	1	3	3	3	5	2	3	2	3	2	2	5	3	4	4	5	4	3	39	46	85	2	13	12	0	11	8	14	10	35	40	11	20	23	19	17	6	11	11	1
4	4	4	3	3	5	2	4	4	3	4	2	2	3	3	4	3	4	2	4	4	2	2	2	4	2	35	48	83	9	11	4	3	15	13	16	12	38	30	23	21	24	18	22	12	11	9	1
4	4	2	3	2	3	1	2	2	2	4	3	5	3	3	2	3	5	3	3	3	1	2	3	3	3	30	44	74	15	20	17	3	26	5	14	12	43	35	10	22	21	10	9	10	4	12	1
4	5	3	3	2	4	3	3	2	2	3	2	4	2	3	3	3	4	3	5	3	2	2	4	4	3	32	49	81	9	6	5	0	15	4	16	10	32	29	23	20	21	17	12	7	10	9	1
4	3	4	3	3	4	4	4	3	3	4	3	2	3	3	5	3	3	1	3	1	3	1	2	3	1	35	41	76	10	16	9	0	27	11	14	8	31	37	24	24	19	12	16	9	7	10	1
4	4	4	4	1	3	2	3	2	2	2	2	1	1	1	4	3	5	1	4	3	2	4	2	2	3	28	41	69	4	15	7	1	17	7	7	7	28	28	22	21	23	16	18	8	8	7	1
3	3	4	3	3	4	4	4	3	4	3	3	5	4	4	3	4	5	3	3	2	3	2	5	4	3	44	47	91	12	20	15	9	29	14	16	11	26	30	12	23	24	15	17	8	11	13	1
2	2	5	3	5	3	4	2	4	3	1	3	4	3	3	2	4	3	5	3	3	4	3	2	1	4	50	31	81	6	11	13	0	22	13	10	8	33	38	23	21	24	9	11	14	11	13	1
5	3	5	1	5	4	5	1	5	5	2	5	3	5	5	4	5	5	2	5	1	5	2	1	5	4	58	40	98	8	6	10	6	13	4	12	8	38	38	24	22	24	14	19	10	11	7	1
5	5	1	4	2	4	3	5	2	2	3	2	3	2	2	4	2	3	2	3	2	1	1	5	4	1	23	50	73	3	10	4	3	24	8	8	7	38	36	23	24	23	14	20	8	4	12	1
1	2	4	1	4	2	2	2	4	3	1	2	3	4	5	1	4	2	3	2	3	4	4	2	2	4	47	24	71	11	15	14	4	21	1	6	0	42	37	21	22	21	5	6	9	5	3	1
5	4	3	4	4	4	4	5	4	4	5	4	5	4	5	5	3	5	4	4	4	4	3	2	3	2	48	55	103	11	16	15	1	24	11	11	10	37	38	21	22	21	9	15	14	12	15	1
4	3	2	3	2	4	2	3	2	2	2	2	3	2	2	3	3	3	2	3	2	2	3	4	3	2	28	40	68	7	8	6	1	11	0	0	0	29	31	16	15	13	15	15	5	4	7	1
3	4	3	1	4	3	1	3	3	1	2	1	3	4	4	1	3	3	3	3	3	3	3	2	2	2	35	33	68	6	20	17	10	24	0	0	0	38	36	19	23	24	7	6	10	13	11	1
5	2	4	1	3	5	3	4	2	3	5	4	3	2	1	4	1	4	4	3	2	4	2	3	4	2	35	45	80	8	17	12	2	27	8	16	10	31	26	20	24	24	14	19	2	9	11	1
4	2	3	1	4	2	3	3	5	4	2	5	1	5	4	2	4	1	4	1	3	4	3	1	1	3	51	24	75	11	18	14	0	16	2	2	2	32	31	19	19	20	11	14	8	11	7	1
1	2	4	1	2	5	1	4	5	2	5	1	1	4	1	5	1	2	1	2	4	4	1	2	5	2	29	39	68	8	14	8	2	9	4	7	4	29	34	11	18	22	17	23	9	8	4	1
3	3	3	2	4	3	3	2	3	3	3	3	2	4	3	3	3	3	4	2	2	3	4	3	3	3	43	34	77	3	2	2	0	7	6	15	8	36	26	20	21	24	7	8	9	4	7	1
5	5	3	4	2	5	2	4	5	2	4	2	5	2	2	5	3	4	2	3	4	1	1	3	5	2	29	56	85	0	7	7	3	7	8	6	3	29	27	20	22	24	11	16	6	12	8	1
2	3	4	2	4	3	2	2	5	3	2	4	4	4	4	4	4	3	4	2	4	5	3	2	3	3	49	36	85	13	21	20	3	28	12	12	8	43	31	24	20	24	7	6	7	8	4	1
3	2	4	1	5	2	5	2	4	4	2	3	4	3	4	2	4	4	4	3	5	4	4	2	1	4	52	33	85	3	8	6	0	8	13	9	8	38	33	11	16	12	10	14	9	8	11	1
5	5	3	3	4	5	4	5	4	4	4	4	5	4	4	5	4	5	4	3	2	4	3	5	5	4	50	57	107	11	21	19	0	28	0	1	2	34	33	24	24	24	9	15	13	13	12	1
2	2	4	3	5	4	3	2	4	1	2	4	2	3	3	3	3	5	5	4	3	3	4	2	3	4	46	37	83	4	2	1	0	8	11	5	4	27	28	20	14	24	5	9	14	16	1	1
5	2	3	5	3	5	2	5	5	2	5	2	5	1	2	5	2	5	1	5	2	2	1	4	5	2	28	58	86	14	17	12	2	27	4	6	8	36	38	23	23	24	10	11	5	4	12	1
5	5	3	5	2	4	2	4	3	1	4	1	5	2	2	5	3	5	2	5	4	1	1	4	4	2	25	59	84	12	25	16	4	18	9	5	4	33	43	23	16	24	10	6	5	2	8	1
3	4	3	5	2	5	5	4	3	5	3	1	3	2	4	2	3	1	1	4	4	1	4	5	5	3	37	48	85	7	7	4	0	11	2	4	8	29	26	19	22	23	15	15	8	3	1	1
4	4	3	4	2	4	3	4	3	4	4	2	4	3	3	4	3	4	2	2	4	2	2	2	4	2	34	48	82	8	18	14	4	19	8	6	7	44	39	13	24	23	18	22	10	16	4	1
5	5	5	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4	2	3	4	2	3	5	2	50	52	102	1	5	2	0	3	3	0	2	31	25	24	23	19	13	2	13	4	5	1
5	5	4	4	3	4	5	5	2	5	4	4	5	2	3	5	2	5	3	5	1	5	2	5	4	2	42	57	99	13	15	10	2	31	12	16	11	35	35	24	8	24	14	20	12	7	11	1
3	1	5	1	1	1	1	1	5	1	1	1	1	3	5	4	3	1	1	1	5	1	5	1	1	1	33	22	55	12	11	14	0	0	1	9	4	38	38	24	10	24	7	0	11	3	9	1
4	3	3	3	2	4	3	3	3	3	3	2	3	3	2	4	3	4	2	4	4	4	2	3	3	2	34	45	79	2	1	2	3	5	10	3	6	28	39	5	10	8	15	18	5	4	12	1
5	5	4	5	2	5	3	5	3	3	5	2	5	1	3	5	2	5	2	4	3	2	1	3	4	1	29	59	88	15	25	20	5	21	11	11	9	40	37	4	18	14	8	3	3	8	7	1
3	3	4	2	4	3	4	2	4	4	2	4	2	4	5	2	5	3	4	3	3	4	4	3	2	4	54	33	87	14	21	17	8	29	4	10	2	38	40	18	20	19	7	14	15	9	15	1
5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	3	5	3	3	3	2	2	5	5	5	54	61	115	15	15	11	0	33	5	15	9	38	27	18	24	24	17	19	5	8	10	1
4	5	2	4	3	2	2	4	5	2	2	3	5	4	4	4	2	5	4	5	2	5	3	3	4	4	43	49	92	13	13	5	0	11	5	15	8	35	38	19	23	13	11	6	4	7	13	1
5	4	5	5	2	5	2	4	4	2	4	3	5	4	2	5	3	4	3	3	4	3	2	1	4	3	38	53	91	9	11	5	1	24	10	9	6	26	40	24	24	24	18	11	8	4	7	1
4	2	4	2	3	2	2	2	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	31	29	60	6	8	9	5	18	15	15	10	27	25	20	13	24	3	7	12	11	10	1
4	3	3	2	2	4	4	4	3	4	3	2	2	4	3	3	4	4	2	4	2	4	2	2	2	4	41	39	80	14	21	17	2	26	7	9	6	32	34	22	22	22	13	13	9	4	12	1
1	2	5	4	5	2	3	2	5	5	1	5	1	5	5	3	5	1	5	3	1	5	4	4	2	4	61	27	88	2	0	1	0	2	0	2	0	30	31	24	14	24	6	7	10	16	8	1
4	4	4	3	3	4	4	3	3	5	3	3	4	3	5	3	3	4	2	2	4	4	3	1	3	4	46	42	88	12	14	15	0	12	8	12	11	36	36	8	8	24	18	16	10	12	9	1
5	1	4	1	4	5	4	2	5	5	1	4	5	4	5	1	3	4	5	1	4	3	4	1	5	4	54	36	90	2	1	2	0	3	5	2	2	25	13	24	24	24	13	17	2	8	8	1
4	2	5	1	5	1	4	2	4	4	4	5	1	4	3	2	5	1	5	1	1	5	5	2	1	4	58	23	81	15	25	19	5	13	6	4	5	33	37	4	4	4	12	8	4	14	5	1
